Name,Detail description en,Detail description vn,Location
Cá kho tộ,"Caramelized fish (often catfish) braised in a clay pot with fish sauce, sugar, garlic and black pepper until glazed and savory. Taste: sweet-savory, umami-rich and aromatic. Best with hot steamed rice for lunch or dinner. A southern Vietnamese comfort food often cooked at home and served for family meals.","Cá kho tộ là cá kho trong nồi đất với nước mắm, đường, tỏi và tiêu cho tới khi sánh quyện. Vị mặn ngọt, umami đậm đà, thơm. Thường ăn cùng cơm nóng trưa hoặc tối. Món ăn gia đình miền Nam, mang tính an ủi, no ấm.",Miền Nam
Thịt kho trứng,"Braised pork belly and boiled eggs in a caramelized fish sauce glaze, slow-cooked until tender and flavorful. Taste: sweet-salty umami, rich and comforting. Common for family dinners and during Tet. A traditional Vietnamese household dish symbolizing abundance and family gathering.","Thịt kho trứng là thịt ba chỉ kho với trứng, nước màu, nước mắm cho tới khi mềm và ngấm gia vị. Vị mặn ngọt, béo ngậy, ấm bụng. Thường có trong bữa cơm gia đình và ngày Tết. Món truyền thống biểu tượng cho sự sum vầy và no ấm.",Toàn quốc
Canh chua cá,"Sour fish soup from the Mekong with tamarind or pineapple, tomatoes, okra, bean sprouts and herbs. Taste: sour, slightly sweet, refreshing and savory from fish. Best for lunch or dinner with rice. A Mekong Delta classic reflecting river-fresh ingredients and tangy flavors.","Canh chua cá Đồng bằng gồm cá, me hoặc thơm, cà chua, đậu bắp, giá và rau thơm. Vị chua thanh, hơi ngọt, mát và đậm đà vị cá. Thích hợp ăn trưa hoặc tối với cơm. Là món đặc trưng miền Tây, tận dụng nguyên liệu tươi sông nước.",Đồng bằng sông Cửu Long
Lẩu mắm,"Fermented-fish hotpot with a rich, pungent broth, assorted seafood, river fish, pork, vegetables and rice noodles. Taste: intensely savory, funky in a pleasant way, layered with fresh herbs. Great for communal dinners. A Mekong Delta specialty prized by lovers of bold fermented flavors.","Lẩu mắm là nồi lẩu dùng mắm cá làm nước lèo, có hải sản, cá đồng, thịt heo, rau và bún. Vị đậm, nồng mắm nhưng quyện với rau thơm rất hấp dẫn. Dùng cho bữa ăn tập thể. Đặc sản miền Tây, dành cho người thích hương vị mắm mạnh mẽ.",Đồng bằng sông Cửu Long
Bún cá Nha Trang,"Fish noodle soup from Nha Trang featuring white fish, tomatoes, sometimes fish balls, and rice vermicelli in a light savory broth. Taste: fresh, slightly sweet from seafood, mild and calming. Best for lunch or seaside meals. Reflects coastal flavors and abundance of fresh fish in Khánh Hòa.","Bún cá Nha Trang gồm cá tươi, cà chua, có khi có chả cá, ăn với bún trong nước dùng thanh. Vị tươi, hơi ngọt hải sản, dịu nhẹ. Thường ăn trưa hoặc khi thưởng thức hải sản ven biển. Phản ánh hương vị biển và nguồn cá tươi Khánh Hòa.","Nha Trang, Khánh Hòa"
Bánh căn,"Mini savory pancakes made from rice flour, cooked in a special pan, topped with quail egg or shrimp and served with greens and dipping sauce. Taste: crispy edges, soft centers, savory and slightly smoky. Enjoyed as snack or light meal. Popular in central coastal regions like Phan Thiết and Nha Trang.","Bánh căn là bánh gạo nhỏ, chiên trong khuôn đặc biệt, thường có trứng cút hoặc tôm, ăn kèm rau và nước chấm. Vị giòn cạnh, mềm giữa, mặn ngọt hài hòa. Là món ăn vặt hoặc bữa nhẹ phổ biến ở miền Trung ven biển như Phan Thiết, Nha Trang.",Phan Thiết / Nha Trang
Bánh tráng trộn,"A street snack of shredded rice paper mixed with dried shrimp, quail eggs, green mango, herbs, roasted peanuts, chili and a tangy-sweet sauce. Taste: spicy, tangy, sweet, crunchy and chewy all at once. Best as an on-the-go snack. A Saigon youth favorite invented in urban streets.","Bánh tráng trộn là snack đường phố gồm bánh tráng xé nhỏ trộn tôm khô, trứng cút, xoài xanh, rau, lạc, ớt và nước sốt chua ngọt. Vị cay, chua, ngọt, giòn và dai cùng lúc. Thích hợp làm ăn vặt. Xuất hiện từ đường phố Sài Gòn và được giới trẻ rất ưa chuộng.",Thành phố Hồ Chí Minh
Bánh tráng nướng Đà Lạt,"Grilled rice paper topped with egg, dried shrimp, scallions, cheese, and chili—often called Vietnamese pizza. Taste: smoky, savory, slightly spicy and crispy. Best as an evening street snack in Đà Lạt. A popular late-night food that evolved from local markets and street vendors.","Bánh tráng nướng Đà Lạt là bánh tráng nướng phủ trứng, tôm khô, hành lá, phô mai và ớt—gọi vui là 'pizza Việt'. Vị khói, mặn, hơi cay và giòn. Thường ăn tối khi lang thang phố Đà Lạt. Món vỉa hè phổ biến, phát triển từ chợ đêm địa phương.",Đà Lạt
Nem chua Thanh Hóa,"Fermented pork roll made from lean pork, garlic and spices, wrapped in banana leaf to ferment slightly, giving a tangy and aromatic taste. Taste: sour, savory, slightly chewy with garlic aroma. Best as snack or appetizer, often paired with chili and herbs. A regional specialty of Thanh Hóa with long tradition.","Nem chua Thanh Hóa là nem được lên men nhẹ từ thịt nạc, tỏi và gia vị, gói lá chuối. Vị chua, mặn, hơi dai và thơm tỏi. Thường ăn vặt hoặc khai vị, kèm ớt và rau thơm. Là đặc sản Thanh Hóa, có truyền thống lâu đời.",Thanh Hóa
Bánh ít lá gai,"Sticky rice cake colored with gai leaf, filled with sweet mung bean or savory meat, wrapped in banana leaf and steamed. Taste: slightly sweet, chewy with aromatic leaf fragrance. Often eaten as festive offering or snack. Popular in southern Vietnam and central highlands during holidays.","Bánh ít lá gai làm từ bột nếp nhuộm lá gai, nhân đậu xanh ngọt hoặc mặn, gói lá chuối và hấp. Vị hơi ngọt, dẻo và thơm lá gai. Thường dùng làm lễ vật trong dịp lễ tết hoặc ăn vặt. Phổ biến miền Nam và Tây Nguyên.",Nam Bộ / Tây Nguyên
Xôi xéo,"Hanoi-style sticky rice topped with mashed mung beans, fried shallots and a drizzle of oil or butter. Taste: savory, slightly sweet and aromatic with crunchy shallots. Best for breakfast or snack. A beloved northern comfort breakfast commonly sold by street vendors.","Xôi xéo là xôi nếp ăn kèm đậu xanh đồ tán, hành phi và mỡ hành hoặc bơ. Vị mặn ngọt hài hòa, thơm và giòn nhờ hành phi. Thường ăn sáng hoặc làm ăn vặt. Là món điểm tâm quen thuộc của Hà Nội.",Hà Nội
Xôi gấc,"Sticky rice colored and flavored with gac fruit, often served at weddings and celebrations for its bright red color and slight sweetness. Taste: subtly sweet, fatty and aromatic. Best for festive meals and special occasions. Symbolizes luck and prosperity in Vietnamese culture.","Xôi gấc là xôi được nấu cùng gấc tạo màu đỏ rực, thường dùng trong đám cưới và dịp lễ tết. Vị hơi ngọt, béo và thơm nhẹ. Dành cho bữa tiệc và dịp đặc biệt. Biểu tượng may mắn, thịnh vượng trong văn hóa Việt.",Toàn quốc (celebratory food)
Chè ba màu (Chè ba màu),"Three-color dessert with layers of mung bean paste, red beans and green pandan jelly topped with coconut milk and crushed ice. Taste: sweet, creamy and texturally varied (soft beans, chewy jelly). Best as a refreshing dessert or street snack on hot days. Originated in southern Vietnam and popular nationwide.","Chè ba màu gồm lớp đậu xanh, đậu đỏ và thạch lá dứa, chan nước cốt dừa và đá bào. Vị ngọt, béo và đa dạng kết cấu. Thích hợp làm món tráng miệng mát lạnh vào ngày nóng. Có nguồn gốc ở Nam Bộ và được ưa chuộng khắp nơi.",Nam Bộ (popular nationwide)
Chè chuối,"Warm banana sweet soup cooked with coconut milk, tapioca pearls and often topped with sesame or crushed peanuts. Taste: sweet, creamy and comforting. Best as dessert or snack, particularly in cooler weather. A simple home-style dessert across Vietnam.","Chè chuối là món chè ấm với chuối nấu nước cốt dừa, trân châu nhỏ và hay rắc mè hoặc lạc. Vị ngọt, béo và ấm bụng. Thích hợp làm tráng miệng hoặc ăn vặt, nhất là trời se lạnh. Món chè dân dã của gia đình Việt.",Toàn quốc
Sinh tố trái cây,"Fresh fruit smoothies blended with condensed milk or ice, available in many combinations like mango, avocado or jackfruit. Taste: sweet, creamy and refreshing. Ideal as afternoon snack or cooling drink. A ubiquitous street and café beverage in Vietnam using abundant tropical fruits.","Sinh tố trái cây là đồ uống xay từ trái cây tươi pha sữa đặc hoặc đá, phổ biến như xoài, bơ, mít. Vị ngọt, béo và mát. Thích hợp làm đồ ăn vặt buổi chiều hoặc giải nhiệt. Rất phổ biến trên đường phố và quán cà phê Việt Nam.",Toàn quốc
Cà phê sữa đá,"Vietnamese iced coffee brewed strong through a drip filter, mixed with sweetened condensed milk and poured over ice. Taste: bold, sweet and slightly bitter with creamy texture. Best as morning or afternoon pick-me-up. A national beverage shaped by French-introduced coffee culture and local condensed milk preference.","Cà phê sữa đá là cà phê pha phin, pha với sữa đặc, đổ đá. Vị mạnh, ngọt và hơi đắng, mịn màng. Thích hợp uống buổi sáng hoặc chiều. Hình thành từ văn hóa cà phê thời Pháp và thói quen dùng sữa đặc của Việt Nam.",Toàn quốc
Cà phê trứng,"Hanoi specialty drink of egg yolk whipped with condensed milk and poured over strong coffee, creating a creamy, dessert-like beverage. Taste: rich, sweet, custardy and caffeinated. Best as mid-morning treat or dessert-drink. Invented in Hanoi during the 1940s and revived in modern coffee shops.","Cà phê trứng là đặc sản Hà Nội: lòng đỏ trứng đánh với sữa đặc, rưới lên cà phê phin nóng, tạo lớp kem như kem trứng. Vị béo, ngọt, như món tráng miệng uống được. Thích hợp làm món ăn chiều hoặc tráng miệng. Ra đời từ thập niên 1940 ở Hà Nội.",Hà Nội
Bánh tôm Hồ Tây,"Large deep-fried shrimp fritters from West Lake in Hanoi, made with rice batter and whole shrimp, served with sweet-sour fish sauce and herbs. Taste: crunchy, savory with sweet-shrimp flavor. Best as late-afternoon snack by the lake. A beloved Hanoi street food often enjoyed with cold drinks.","Bánh tôm Hồ Tây là bánh tôm chiên lớn chế biến từ bột gạo và tôm nguyên con, ăn kèm nước mắm chua ngọt và rau. Vị giòn, mặn, thơm vị tôm. Thích hợp làm ăn vặt buổi chiều bên hồ. Là đặc sản vỉa hè nổi tiếng Hà Nội.",Hà Nội (Hồ Tây)
Bánh rán / Bánh cam,"Deep-fried glutinous rice balls (filled with sweet mung beans or empty) coated with sesame seeds, crunchy outside and chewy inside. Taste: sweet, aromatic and satisfying as a snack. Best freshly fried as a street snack. Popular across Vietnam with regional names and fillings.","Bánh rán / bánh cam là bánh bột nếp chiên ròn, có nhân đậu xanh hoặc không, phủ mè. Vỏ giòn, ruột dẻo, vị ngọt và thơm. Thích ăn lúc nóng vừa chiên. Phổ biến khắp Việt Nam với nhiều tên gọi và biến thể vùng miền.",Toàn quốc
Cơm gà Hội An,"Fragrant chicken rice with shredded roasted or boiled chicken, seasoned rice, herbs and a special dipping sauce, often garnished with fried shallots. Taste: savory, aromatic and comforting. Best at lunchtime or dinner in Hội An. Reflects Chinese and Southeast Asian influences and Hội An's culinary history.","Cơm gà Hội An gồm cơm thơm, gà xé hoặc gà quay, hành phi và nước chấm đặc biệt. Vị mặn, thơm và ấm bụng. Thường ăn trưa hoặc tối ở Hội An. Phản ánh ảnh hưởng Trung Hoa và khu vực Đông Nam Á trong lịch sử ẩm thực Hội An.",Hội An
Bánh mì chảo,"Skillet-style breakfast with various meats, eggs, pâté and vegetables served in a hot pan alongside a baguette. Taste: hearty, savory and satisfying. Best for breakfast or brunch. A popular urban breakfast in Vietnam modernized in cafés and street stalls.","Bánh mì chảo là món bữa sáng gồm các loại thịt, trứng, pate và rau được phục vụ trên chảo nóng kèm bánh mì. Vị đậm đà, no và ấm. Thích hợp ăn sáng hoặc brunch. Món ăn đường phố đô thị được cách tân ở nhiều quán cà phê và hàng ăn.","Thành phố lớn (Hà Nội, Sài Gòn)"
Bún chả cá (Quy Nhơn),"Grilled or fried fish patties served with rice vermicelli, vegetables and a flavorful fish broth or dipping sauce. Taste: savory, fishy (in a pleasant way), and herbaceous. Best in coastal towns at lunchtime. A coastal specialty in Bình Định and central Vietnam featuring local fish.","Bún chả cá là bún ăn cùng chả cá chiên hoặc nướng, rau và nước mắm hoặc nước lèo đậm vị cá. Vị mặn, đậm mùi cá và tươi mát nhờ rau. Thường ăn ở vùng ven biển vào bữa trưa. Đặc sản Bình Định/Quy Nhơn với nguồn cá địa phương.",Quy Nhơn (Bình Định)
